	 ExtractedX	 ExtractedY
1630582970.263580	672	749
1630582970.296910	671	749
1630582970.330250	672	748
1630582970.363580	672	748
1630582970.396910	672	748
1630582970.430250	671	748
1630582970.463580	671	748
1630582970.496910	671	748
1630582970.530250	672	747
1630582970.563580	672	747
1630582970.596910	672	746
1630582970.630250	672	746
1630582970.663580	672	745
1630582970.696910	672	745
1630582970.730250	672	745
1630582970.763580	671	746
1630582970.796920	671	747
1630582970.830250	671	746
1630582970.863580	672	746
1630582970.896920	672	746
1630582970.930250	672	746
1630582970.963580	672	746
1630582970.996920	672	747
1630582971.030250	671	747
1630582971.063580	671	747
1630582971.096920	671	747
1630582971.130250	671	747
1630582971.163580	671	748
1630582971.196920	671	748
1630582971.230250	671	748
1630582971.263580	671	747
1630582971.296920	671	747
1630582971.330250	671	747
1630582971.363580	671	747
1630582971.396920	671	746
1630582971.430250	671	746
1630582971.463580	672	747
1630582971.496920	672	747
1630582971.530250	671	747
1630582971.563590	671	747
1630582971.596920	671	747
1630582971.630250	671	747
1630582971.663590	671	747
1630582971.696920	671	747
1630582971.730250	671	747
1630582971.763590	670	747
1630582971.796920	671	748
1630582971.830250	671	748
1630582971.863590	671	748
1630582971.896920	670	748
1630582971.930250	670	749
1630582971.963590	669	749
1630582971.996920	669	750
1630582972.030250	669	750
1630582972.063590	669	750
1630582972.096920	669	750
1630582972.130250	669	749
1630582972.163590	670	749
1630582972.196920	670	749
1630582972.230250	670	749
1630582972.263590	669	749
1630582972.296920	669	750
1630582972.330250	668	751
1630582972.363590	667	753
1630582972.396920	665	755
1630582972.430250	664	756
1630582972.463590	661	757
1630582972.496920	661	753
1630582972.530260	658	755
1630582972.563590	656	759
1630582972.596920	657	764
1630582972.630260	654	773
1630582972.663590	660	771
1630582972.696920	657	778
1630582972.730260	658	781
1630582972.763590	659	783
1630582972.796920	660	783
1630582972.830260	665	786
1630582972.863590	671	789
1630582972.896920	677	791
1630582972.930260	682	792
1630582972.963590	683	793
1630582972.996920	684	800
1630582973.030260	683	803
1630582973.063590	682	803
1630582973.096920	681	803
1630582973.130260	681	803
1630582973.163590	681	804
1630582973.196920	682	803
1630582973.230260	682	803
1630582973.263590	683	803
1630582973.296920	689	803
1630582973.330260	689	801
1630582973.363590	689	799
1630582973.396930	691	793
1630582973.430260	691	790
1630582973.463590	691	787
1630582973.496930	692	786
1630582973.530260	692	785
1630582973.563590	692	785
1630582973.596930	691	784
1630582973.630260	691	783
1630582973.663590	691	781
1630582973.696930	692	778
1630582973.730260	692	777
1630582973.763590	693	777
1630582973.796930	693	777
1630582973.830260	693	779
1630582973.863590	692	780
1630582973.896930	692	781
1630582973.930260	692	781
1630582973.963590	692	781
1630582973.996930	693	782
1630582974.030260	692	781
1630582974.063590	692	782
1630582974.096930	691	782
1630582974.130260	691	782
1630582974.163590	691	784
1630582974.196930	691	785
1630582974.230260	690	785
1630582974.263600	690	785
1630582974.296930	690	785
1630582974.330260	690	784
1630582974.363600	690	783
1630582974.396930	690	783
1630582974.430260	690	783
1630582974.463600	690	782
1630582974.496930	690	781
1630582974.530260	690	781
1630582974.563600	690	781
1630582974.596930	689	782
1630582974.630260	685	783
1630582974.663600	685	783
1630582974.696930	685	783
1630582974.730260	684	784
1630582974.763600	681	788
1630582974.796930	677	793
1630582974.830260	672	797
1630582974.863600	669	804
1630582974.896930	669	805
1630582974.930260	670	805
1630582974.963600	673	803
1630582974.996930	674	803
1630582975.030260	673	804
1630582975.063600	672	804
1630582975.096930	671	803
1630582975.130260	671	802
1630582975.163600	672	797
1630582975.196930	673	796
1630582975.230270	673	796
1630582975.263600	673	795
1630582975.296930	673	794
1630582975.330270	674	793
1630582975.363600	674	792
1630582975.396930	675	791
1630582975.430270	675	792
1630582975.463600	675	793
1630582975.496930	675	793
1630582975.530270	675	794
1630582975.563600	675	794
1630582975.596930	674	794
1630582975.630270	674	793
1630582975.663600	674	793
1630582975.696930	674	793
1630582975.730270	674	793
1630582975.763600	673	792
1630582975.796930	672	791
1630582975.830270	671	791
1630582975.863600	669	790
1630582975.896930	670	785
1630582975.930270	659	788
1630582975.963600	652	785
1630582975.996930	645	781
1630582976.030270	640	778
1630582976.063600	638	775
1630582976.096940	638	770
1630582976.130270	638	764
1630582976.163600	638	758
1630582976.196940	638	751
1630582976.230270	651	740
1630582976.263600	635	739
1630582976.296940	634	737
1630582976.330270	633	737
1630582976.363600	633	738
1630582976.396940	632	739
1630582976.430270	630	740
1630582976.463600	628	740
1630582976.496940	628	739
1630582976.530270	629	738
1630582976.563600	629	737
1630582976.596940	630	736
1630582976.630270	629	735
1630582976.663600	629	735
1630582976.696940	645	734
1630582976.730270	630	734
1630582976.763600	630	734
1630582976.796940	630	734
1630582976.830270	630	734
1630582976.863600	630	735
1630582976.896940	630	736
1630582976.930270	637	733
1630582976.963610	631	735
1630582976.996940	633	735
1630582977.030270	637	735
1630582977.063610	639	733
1630582977.096940	639	733
1630582977.130270	640	735
1630582977.163610	642	736
1630582977.196940	644	739
1630582977.230270	650	740
1630582977.263610	658	743
1630582977.296940	667	746
1630582977.330270	676	754
1630582977.363610	683	758
1630582977.396940	691	761
1630582977.430270	694	761
1630582977.463610	693	758
1630582977.496940	691	752
1630582977.530270	689	747
1630582977.563610	685	741
1630582977.596940	683	735
1630582977.630270	683	731
1630582977.663610	681	727
1630582977.696940	678	725
1630582977.730270	675	723
1630582977.763610	676	720
1630582977.796940	678	716
1630582977.830280	680	711
1630582977.863610	679	707
1630582977.896940	678	703
1630582977.930280	678	700
1630582977.963610	679	696
1630582977.996940	680	692
1630582978.030280	679	688
1630582978.063610	678	683
1630582978.096940	678	680
1630582978.130280	678	674
1630582978.163610	678	668
1630582978.196940	677	663
1630582978.230280	676	660
1630582978.263610	674	658
1630582978.296940	672	656
1630582978.330280	655	653
1630582978.363610	653	648
1630582978.396940	653	644
1630582978.430280	652	643
1630582978.463610	650	643
1630582978.496940	649	643
1630582978.530280	650	643
1630582978.563610	650	643
1630582978.596940	649	643
1630582978.630280	649	643
1630582978.663610	648	643
1630582978.696940	647	643
1630582978.730280	647	643
1630582978.763610	647	643
1630582978.796950	646	645
1630582978.830280	643	647
1630582978.863610	638	648
1630582978.896950	633	648
1630582978.930280	630	649
1630582978.963610	627	649
1630582978.996950	625	650
1630582979.030280	623	650
1630582979.063610	623	651
1630582979.096950	620	651
1630582979.130280	617	652
1630582979.163610	615	652
1630582979.196950	615	652
1630582979.230280	615	652
1630582979.263610	615	651
1630582979.296950	615	650
1630582979.330280	615	651
1630582979.363610	615	651
1630582979.396950	615	651
1630582979.430280	615	652
1630582979.463610	615	651
1630582979.496950	615	651
1630582979.530280	615	652
1630582979.563610	615	651
1630582979.596950	615	650
1630582979.630280	615	650
1630582979.663620	615	651
1630582979.696950	615	650
1630582979.730280	615	650
1630582979.763620	615	650
1630582979.796950	615	650
1630582979.830280	615	650
1630582979.863620	615	650
1630582979.896950	615	650
1630582979.930280	615	650
1630582979.963620	615	650
1630582979.996950	615	650
1630582980.030280	615	650
1630582980.063620	615	650
1630582980.096950	615	650
1630582980.130280	615	650
1630582980.163620	615	650
1630582980.196950	614	651
1630582980.230280	613	652
1630582980.263620	612	654
1630582980.296950	610	655
1630582980.330280	607	655
1630582980.363620	603	655
1630582980.396950	602	654
1630582980.430280	602	654
1630582980.463620	601	653
1630582980.496950	601	653
1630582980.530290	601	653
1630582980.563620	601	654
1630582980.596950	601	656
1630582980.630290	601	659
1630582980.663620	602	663
1630582980.696950	605	666
1630582980.730290	602	654
1630582980.763620	603	656
1630582980.796950	603	659
1630582980.830290	606	668
1630582980.863620	601	668
1630582980.896950	606	679
1630582980.930290	612	689
1630582980.963620	611	691
1630582980.996950	611	692
1630582981.030290	611	697
1630582981.063620	601	689
1630582981.096950	601	692
1630582981.130290	601	694
1630582981.163620	601	694
1630582981.196950	601	694
1630582981.230290	601	696
1630582981.263620	601	698
1630582981.296950	601	700
1630582981.330290	601	702
1630582981.363620	601	706
1630582981.396950	601	710
1630582981.430290	601	712
1630582981.463620	601	712
1630582981.496960	601	715
1630582981.530290	601	721
1630582981.563620	601	725
1630582981.596960	601	727
1630582981.630290	602	729
1630582981.663620	602	730
1630582981.696960	602	731
1630582981.730290	602	731
1630582981.763620	602	733
1630582981.796960	602	735
1630582981.830290	602	736
1630582981.863620	602	738
1630582981.896960	602	741
1630582981.930290	602	745
1630582981.963620	603	749
1630582981.996960	604	751
1630582982.030290	602	756
1630582982.063620	602	760
1630582982.096960	602	763
1630582982.130290	603	766
1630582982.163620	604	771
1630582982.196960	604	776
1630582982.230290	602	782
1630582982.263630	602	790
1630582982.296960	603	800
1630582982.330290	606	802
1630582982.363630	611	803
1630582982.396960	612	804
1630582982.430290	611	805
1630582982.463630	608	805
1630582982.496960	607	806
1630582982.530290	623	805
1630582982.563630	607	807
1630582982.596960	607	806
1630582982.630290	607	806
1630582982.663630	607	805
1630582982.696960	607	805
1630582982.730290	607	805
1630582982.763630	603	797
1630582982.796960	601	794
1630582982.830290	601	794
1630582982.863630	615	802
1630582982.896960	601	794
1630582982.930290	601	794
1630582982.963630	601	794
1630582982.996960	601	793
1630582983.030290	601	794
1630582983.063630	601	793
1630582983.096960	601	791
1630582983.130290	601	787
1630582983.163630	601	781
1630582983.196960	601	774
1630582983.230300	604	767
1630582983.263630	602	776
1630582983.296960	603	769
1630582983.330300	612	749
1630582983.363630	613	741
1630582983.396960	613	730
1630582983.430300	602	728
1630582983.463630	602	716
1630582983.496960	602	707
1630582983.530300	602	702
1630582983.563630	602	697
1630582983.596960	602	696
1630582983.630300	603	693
1630582983.663630	603	687
1630582983.696960	605	680
1630582983.730300	619	670
1630582983.763630	619	666
1630582983.796960	603	667
1630582983.830300	603	665
1630582983.863630	617	652
1630582983.896960	602	652
1630582983.930300	602	645
1630582983.963630	602	644
1630582983.996960	602	644
1630582984.030300	602	645
1630582984.063630	604	646
1630582984.096970	605	647
1630582984.130300	605	647
1630582984.163630	605	647
1630582984.196970	605	647
1630582984.230300	605	647
1630582984.263630	605	647
1630582984.296970	605	647
1630582984.330300	605	647
1630582984.363630	605	647
1630582984.396970	605	647
1630582984.430300	605	647
1630582984.463630	605	648
1630582984.496970	605	648
1630582984.530300	606	648
1630582984.563630	607	649
1630582984.596970	608	650
1630582984.630300	610	652
1630582984.663630	612	656
1630582984.696970	615	659
1630582984.730300	619	659
1630582984.763630	623	659
1630582984.796970	629	664
1630582984.830300	634	668
1630582984.863630	647	656
1630582984.896970	653	655
1630582984.930300	656	657
1630582984.963630	654	662
1630582984.996970	657	660
1630582985.030300	656	661
1630582985.063640	657	664
1630582985.096970	659	665
1630582985.130300	661	666
1630582985.163640	657	662
1630582985.196970	657	663
1630582985.230300	658	666
1630582985.263640	659	670
1630582985.296970	660	673
1630582985.330300	662	676
1630582985.363640	665	677
1630582985.396970	663	682
1630582985.430300	668	677
1630582985.463640	665	680
1630582985.496970	664	679
1630582985.530300	660	678
1630582985.563640	657	672
1630582985.596970	655	664
1630582985.630300	653	655
1630582985.663640	651	646
1630582985.696970	653	644
1630582985.730300	653	647
1630582985.763640	653	647
1630582985.796970	653	649
1630582985.830300	654	651
1630582985.863640	654	652
1630582985.896970	654	654
1630582985.930310	656	654
1630582985.963640	659	654
1630582985.996970	663	654
1630582986.030310	667	654
1630582986.063640	669	655
1630582986.096970	670	656
1630582986.130310	671	656
1630582986.163640	672	657
1630582986.196970	674	656
1630582986.230310	676	656
1630582986.263640	673	643
1630582986.296970	674	643
1630582986.330310	682	656
1630582986.363640	677	643
1630582986.396970	678	643
1630582986.430310	679	643
1630582986.463640	694	656
1630582986.496970	693	656
1630582986.530310	692	656
1630582986.563640	692	656
1630582986.596970	692	656
1630582986.630310	692	655
1630582986.663640	691	655
1630582986.696970	692	655
1630582986.730310	691	655
1630582986.763640	692	655
1630582986.796980	692	655
1630582986.830310	692	656
1630582986.863640	695	656
1630582986.896980	695	656
1630582986.930310	695	656
1630582986.963640	695	656
1630582986.996980	695	656
1630582987.030310	695	656
1630582987.063640	695	656
1630582987.096980	695	656
1630582987.130310	695	656
1630582987.163640	694	656
1630582987.196980	694	656
1630582987.230310	695	659
1630582987.263640	695	661
1630582987.296980	694	662
1630582987.330310	694	662
1630582987.363640	694	663
1630582987.396980	693	664
1630582987.430310	692	666
1630582987.463640	691	668
1630582987.496980	690	672
1630582987.530310	687	679
1630582987.563640	695	671
1630582987.596980	695	674
1630582987.630310	695	674
1630582987.663640	695	675
1630582987.696980	696	682
1630582987.730310	683	699
1630582987.763650	695	696
1630582987.796980	695	702
1630582987.830310	695	706
1630582987.863650	695	710
1630582987.896980	695	712
1630582987.930310	695	715
1630582987.963650	695	716
1630582987.996980	696	716
1630582988.030310	695	716
1630582988.063650	696	717
1630582988.096980	696	717
1630582988.130310	696	717
1630582988.163650	695	717
1630582988.196980	696	717
1630582988.230310	695	717
1630582988.263650	695	716
1630582988.296980	695	718
1630582988.330310	695	723
1630582988.363650	695	729
1630582988.396980	695	734
1630582988.430310	695	740
1630582988.463650	695	744
1630582988.496980	695	748
1630582988.530320	695	750
1630582988.563650	695	753
1630582988.596980	694	758
1630582988.630320	694	763
1630582988.663650	695	769
1630582988.696980	695	774
1630582988.730320	695	778
1630582988.763650	695	783
1630582988.796980	695	786
1630582988.830320	695	788
1630582988.863650	695	792
1630582988.896980	695	793
1630582988.930320	695	795
1630582988.963650	695	795
1630582988.996980	695	796
1630582989.030320	695	796
1630582989.063650	695	796
1630582989.096980	695	797
1630582989.130320	695	796
1630582989.163650	696	794
1630582989.196980	697	789
1630582989.230320	697	781
1630582989.263650	697	772
1630582989.296980	693	772
1630582989.330320	695	759
1630582989.363650	687	749
1630582989.396980	681	743
1630582989.430320	677	741
1630582989.463650	677	736
1630582989.496990	676	732
1630582989.530320	673	731
1630582989.563650	668	730
1630582989.596990	666	714
1630582989.630320	660	713
1630582989.663650	652	711
1630582989.696990	650	711
1630582989.730320	648	709
1630582989.763650	648	705
1630582989.796990	650	708
1630582989.830320	652	704
1630582989.863650	654	704
1630582989.896990	657	704
1630582989.930320	661	703
1630582989.963650	664	697
1630582989.996990	672	693
1630582990.030320	671	682
1630582990.063650	673	678
1630582990.096990	672	676
1630582990.130320	674	677
1630582990.163650	671	675
1630582990.196990	671	673
1630582990.230320	669	667
1630582990.263650	674	664
1630582990.296990	673	663
1630582990.330320	670	664
1630582990.363660	668	665
1630582990.396990	667	664
1630582990.430320	665	664
1630582990.463660	662	662
1630582990.496990	661	662
1630582990.530320	656	658
1630582990.563660	656	660
1630582990.596990	660	667
1630582990.630320	661	665
1630582990.663660	661	666
1630582990.696990	663	667
1630582990.730320	664	669
1630582990.763660	664	670
1630582990.796990	659	670
1630582990.830320	653	667
1630582990.863660	649	668
1630582990.896990	656	677
1630582990.930320	659	684
1630582990.963660	662	689
1630582990.996990	665	691
1630582991.030320	666	691
1630582991.063660	664	689
1630582991.096990	659	688
1630582991.130320	651	688
1630582991.163660	633	686
1630582991.196990	631	684
1630582991.230330	631	684
1630582991.263660	637	685
1630582991.296990	637	685
1630582991.330330	637	684
1630582991.363660	635	684
1630582991.396990	635	685
1630582991.430330	636	687
1630582991.463660	637	687
1630582991.496990	636	687
1630582991.530330	637	686
1630582991.563660	636	686
1630582991.596990	635	686
1630582991.630330	635	686
1630582991.663660	635	686
1630582991.696990	635	686
1630582991.730330	635	686
1630582991.763660	635	686
1630582991.796990	636	687
1630582991.830330	635	687
1630582991.863660	635	688
1630582991.896990	636	689
1630582991.930330	636	689
1630582991.963660	637	689
1630582991.996990	637	689
1630582992.030330	636	686
1630582992.063660	636	682
1630582992.096990	637	683
1630582992.130330	639	685
1630582992.163660	639	687
1630582992.197000	640	688
1630582992.230330	637	688
1630582992.263660	633	685
1630582992.297000	630	683
1630582992.330330	631	683
1630582992.363660	629	683
1630582992.397000	628	679
1630582992.430330	629	677
1630582992.463660	630	677
1630582992.497000	633	676
1630582992.530330	636	677
1630582992.563660	639	677
1630582992.597000	636	679
1630582992.630330	639	675
1630582992.663660	639	674
1630582992.697000	641	675
1630582992.730330	648	673
1630582992.763660	648	671
1630582992.797000	648	665
1630582992.830330	647	656
1630582992.863660	647	644
1630582992.897000	647	632
1630582992.930330	649	619
1630582992.963660	654	604
1630582992.997000	662	593
1630582993.030330	663	587
1630582993.063670	663	585
1630582993.097000	663	581
1630582993.130330	661	577
1630582993.163670	658	574
1630582993.197000	657	569
1630582993.230330	657	562
1630582993.263670	656	552
1630582993.297000	656	545
1630582993.330330	657	535
1630582993.363670	658	524
1630582993.397000	656	515
1630582993.430330	654	505
1630582993.463670	657	495
1630582993.497000	658	483
1630582993.530330	657	472
1630582993.563670	659	462
1630582993.597000	658	450
1630582993.630330	654	438
1630582993.663670	655	430
1630582993.697000	654	418
1630582993.730330	649	406
1630582993.763670	648	394
1630582993.797000	652	385
1630582993.830330	650	374
1630582993.863670	648	362
1630582993.897000	652	352
1630582993.930340	656	344
1630582993.963670	657	336
1630582993.997000	659	328
1630582994.030340	662	317
1630582994.063670	663	306
1630582994.097000	665	296
1630582994.130340	669	282
1630582994.163670	670	269
1630582994.197000	670	258
1630582994.230340	668	247
1630582994.263670	666	237
1630582994.297000	651	222
1630582994.330340	652	209
1630582994.363670	666	201
1630582994.397000	668	192
1630582994.430340	672	185
1630582994.463670	677	180
1630582994.497000	0	0
1630582994.530340	0	0
1630582994.563670	710	177
1630582994.597000	717	182
1630582994.630340	723	174
1630582994.663670	735	193
1630582994.697000	745	195
1630582994.730340	754	178
1630582994.763670	761	195
1630582994.797010	770	197
1630582994.830340	784	184
1630582994.863670	794	184
1630582994.897010	802	184
1630582994.930340	815	188
1630582994.963670	825	191
1630582994.997010	832	195
1630582995.030340	841	199
1630582995.063670	851	202
1630582995.097010	862	200
1630582995.130340	870	200
1630582995.163670	877	203
1630582995.197010	885	207
1630582995.230340	886	223
1630582995.263670	891	227
1630582995.297010	892	230
1630582995.330340	910	228
1630582995.363670	900	240
1630582995.397010	904	242
1630582995.430340	906	248
1630582995.463670	908	252
1630582995.497010	909	256
1630582995.530340	911	260
1630582995.563670	916	263
1630582995.597010	918	268
1630582995.630340	918	272
1630582995.663670	919	275
1630582995.697010	924	284
1630582995.730340	921	283
1630582995.763680	920	286
1630582995.797010	916	282
1630582995.830340	912	288
1630582995.863680	908	291
1630582995.897010	909	290
1630582995.930340	909	293
1630582995.963680	909	298
1630582995.997010	908	297
1630582996.030340	905	295
1630582996.063680	914	306
1630582996.097010	900	298
1630582996.130340	900	296
1630582996.163680	901	294
1630582996.197010	903	292
1630582996.230340	911	303
1630582996.263680	902	288
1630582996.297010	902	287
1630582996.330340	904	286
1630582996.363680	906	286
1630582996.397010	906	287
1630582996.430340	908	286
1630582996.463680	909	285
1630582996.497010	911	284
1630582996.530340	913	282
1630582996.563680	914	281
1630582996.597010	915	279
1630582996.630350	916	279
1630582996.663680	916	281
1630582996.697010	917	281
1630582996.730350	916	280
1630582996.763680	912	284
1630582996.797010	911	283
1630582996.830350	919	293
1630582996.863680	910	277
1630582996.897010	909	277
1630582996.930350	917	292
1630582996.963680	910	280
1630582996.997010	914	279
1630582997.030350	912	281
1630582997.063680	910	283
1630582997.097010	917	294
1630582997.130350	904	284
1630582997.163680	900	287
1630582997.197010	899	287
1630582997.230350	899	286
1630582997.263680	899	285
1630582997.297010	910	297
1630582997.330350	901	285
1630582997.363680	901	286
1630582997.397010	900	286
1630582997.430350	900	286
1630582997.463680	900	287
1630582997.497020	901	288
1630582997.530350	901	288
1630582997.563680	901	288
1630582997.597020	901	288
1630582997.630350	901	288
1630582997.663680	901	288
1630582997.697020	901	288
1630582997.730350	901	288
1630582997.763680	900	288
1630582997.797020	900	288
1630582997.830350	900	287
1630582997.863680	900	287
1630582997.897020	900	285
1630582997.930350	900	285
1630582997.963680	899	285
1630582997.997020	899	286
1630582998.030350	899	286
1630582998.063680	898	286
1630582998.097020	899	286
1630582998.130350	899	286
1630582998.163680	899	285
1630582998.197020	899	286
1630582998.230350	899	286
1630582998.263680	899	285
1630582998.297020	899	286
1630582998.330350	899	286
1630582998.363680	899	287
1630582998.397020	899	287
1630582998.430350	899	287
1630582998.463690	900	287
1630582998.497020	900	286
1630582998.530350	900	286
1630582998.563690	900	286
1630582998.597020	900	286
1630582998.630350	900	286
1630582998.663690	910	297
1630582998.697020	899	286
1630582998.730350	899	287
1630582998.763690	899	287
1630582998.797020	899	287
1630582998.830350	900	287
1630582998.863690	900	287
1630582998.897020	899	288
1630582998.930350	899	288
1630582998.963690	899	288
1630582998.997020	899	287
1630582999.030350	900	286
1630582999.063690	900	286
1630582999.097020	901	286
1630582999.130350	901	286
1630582999.163690	900	286
1630582999.197020	900	286
1630582999.230350	900	286
1630582999.263690	900	286
1630582999.297020	901	286
1630582999.330360	901	286
1630582999.363690	901	286
1630582999.397020	900	286
1630582999.430360	900	286
1630582999.463690	900	286
1630582999.497020	900	286
1630582999.530360	900	286
1630582999.563690	900	286
1630582999.597020	900	286
1630582999.630360	900	286
1630582999.663690	900	286
1630582999.697020	900	287
1630582999.730360	900	287
1630582999.763690	900	286
1630582999.797020	901	285
1630582999.830360	901	285
1630582999.863690	901	285
1630582999.897020	910	296
1630582999.930360	899	285
1630582999.963690	900	284
1630582999.997020	900	283
1630583000.030360	900	278
1630583000.063690	903	287
1630583000.097020	898	283
1630583000.130360	894	263
1630583000.163690	893	258
1630583000.197030	893	252
1630583000.230360	893	245
1630583000.263690	892	238
1630583000.297030	891	231
1630583000.330360	891	224
1630583000.363690	887	214
1630583000.397030	879	208
1630583000.430360	860	213
1630583000.463690	852	209
1630583000.497030	839	206
1630583000.530360	845	188
1630583000.563690	837	185
1630583000.597030	825	182
1630583000.630360	816	179
1630583000.663690	806	175
1630583000.697030	795	175
1630583000.730360	785	176
1630583000.763690	774	193
1630583000.797030	763	193
1630583000.830360	750	196
1630583000.863690	733	182
1630583000.897030	719	182
1630583000.930360	709	187
1630583000.963690	699	193
1630583000.997030	686	191
1630583001.030360	671	196
1630583001.063700	663	198
1630583001.097030	657	203
1630583001.130360	652	212
1630583001.163700	647	223
1630583001.197030	641	234
1630583001.230360	634	247
1630583001.263700	633	258
1630583001.297030	630	268
1630583001.330360	629	280
1630583001.363700	634	291
1630583001.397030	640	301
1630583001.430360	640	316
1630583001.463700	640	334
1630583001.497030	658	346
1630583001.530360	641	358
1630583001.563700	642	377
1630583001.597030	644	393
1630583001.630360	644	406
1630583001.663700	646	423
1630583001.697030	648	438
1630583001.730360	647	453
1630583001.763700	648	470
1630583001.797030	653	486
1630583001.830360	654	499
1630583001.863700	655	516
1630583001.897030	657	532
1630583001.930360	652	545
1630583001.963700	650	558
1630583001.997030	648	571
1630583002.030370	644	584
1630583002.063700	640	599
1630583002.097030	638	612
1630583002.130370	635	626
1630583002.163700	633	641
1630583002.197030	631	656
1630583002.230370	646	672
1630583002.263700	628	684
1630583002.297030	626	698
1630583002.330370	626	713
1630583002.363700	626	728
1630583002.397030	625	739
1630583002.430370	626	752
1630583002.463700	631	762
1630583002.497030	637	771
1630583002.530370	656	767
1630583002.563700	647	775
1630583002.597030	657	776
1630583002.630370	665	775
1630583002.663700	676	759
1630583002.697030	673	771
1630583002.730370	679	754
1630583002.763700	679	753
1630583002.797030	678	755
1630583002.830370	678	757
1630583002.863700	678	757
1630583002.897040	674	767
1630583002.930370	675	765
1630583002.963700	675	763
1630583002.997040	676	760
1630583003.030370	676	758
1630583003.063700	675	756
1630583003.097040	674	754
1630583003.130370	674	752
1630583003.163700	674	751
1630583003.197040	673	749
1630583003.230370	673	747
1630583003.263700	673	746
1630583003.297040	672	746
1630583003.330370	672	746
1630583003.363700	672	747
1630583003.397040	672	747
1630583003.430370	672	748
1630583003.463700	672	748
1630583003.497040	673	747
1630583003.530370	673	747
1630583003.563700	673	747
1630583003.597040	673	748
1630583003.630370	673	748
1630583003.663700	674	749
1630583003.697040	673	750
1630583003.730370	673	751
1630583003.763710	673	751
1630583003.797040	673	751
1630583003.830370	672	751
1630583003.863710	672	750
1630583003.897040	672	749
1630583003.930370	671	748
1630583003.963710	671	747
1630583003.997040	671	746
1630583004.030370	671	745
1630583004.063710	671	745
1630583004.097040	671	746
1630583004.130370	671	747
1630583004.163710	671	748
1630583004.197040	672	748
1630583004.230370	672	748
1630583004.263710	672	747
1630583004.297040	672	747
1630583004.330370	673	747
1630583004.363710	673	749
1630583004.397040	673	749
1630583004.430370	673	750
1630583004.463710	673	750
1630583004.497040	673	749
1630583004.530370	672	749
1630583004.563710	673	749
1630583004.597040	673	748
1630583004.630370	673	748
1630583004.663710	672	747
1630583004.697040	672	747
1630583004.730380	672	747
1630583004.763710	672	746
1630583004.797040	672	745
1630583004.830380	672	744
1630583004.863710	672	744
1630583004.897040	672	744
1630583004.930380	672	744
1630583004.963710	672	744
1630583004.997040	672	745
1630583005.030380	672	745
1630583005.063710	672	745
1630583005.097040	673	745
1630583005.130380	672	745
1630583005.163710	672	745
1630583005.197040	672	745
1630583005.230380	672	745
1630583005.263710	672	745
1630583005.297040	672	745
1630583005.330380	672	745
1630583005.363710	672	745
1630583005.397040	672	745
1630583005.430380	672	744
1630583005.463710	672	744
1630583005.497040	671	743
1630583005.530380	671	743
1630583005.563710	671	743
1630583005.597050	671	742
1630583005.630380	671	743
1630583005.663710	671	743
1630583005.697050	671	743
1630583005.730380	671	743
1630583005.763710	671	743
1630583005.797050	671	742
1630583005.830380	671	742
1630583005.863710	671	741
1630583005.897050	671	741
1630583005.930380	671	741
1630583005.963710	669	736
1630583005.997050	671	741
1630583006.030380	670	741
1630583006.063710	670	740
1630583006.097050	670	740
1630583006.130380	670	740
1630583006.163710	670	739
1630583006.197050	668	734
1630583006.230380	668	733
1630583006.263710	668	732
1630583006.297050	668	731
1630583006.330380	668	732
1630583006.363710	668	732
1630583006.397050	668	732
1630583006.430380	667	732
1630583006.463720	668	733
1630583006.497050	668	733
1630583006.530380	668	733
1630583006.563720	668	733
1630583006.597050	669	733
1630583006.630380	669	733
1630583006.663720	668	732
1630583006.697050	668	731
1630583006.730380	668	731
1630583006.763720	668	732
1630583006.797050	668	733
1630583006.830380	668	733
1630583006.863720	667	733
1630583006.897050	668	734
1630583006.930380	668	733
1630583006.963720	668	733
1630583006.997050	668	733
1630583007.030380	668	733
1630583007.063720	668	732
1630583007.097050	667	732
1630583007.130380	668	732
1630583007.163720	668	731
1630583007.197050	668	732
1630583007.230380	668	732
1630583007.263720	668	732
1630583007.297050	668	732
1630583007.330380	668	732
1630583007.363720	668	732
1630583007.397050	668	732
1630583007.430390	668	732
1630583007.463720	668	732
1630583007.497050	668	732
1630583007.530390	668	732
1630583007.563720	668	732
1630583007.597050	668	732
1630583007.630390	670	737
1630583007.663720	671	737
1630583007.697050	671	737
1630583007.730390	670	732
1630583007.763720	670	732
1630583007.797050	673	737
1630583007.830390	674	738
1630583007.863720	675	740
1630583007.897050	676	741
1630583007.930390	677	743
1630583007.963720	678	745
1630583007.997050	678	748
1630583008.030390	678	750
1630583008.063720	677	753
1630583008.097050	677	757
1630583008.130390	677	759
1630583008.163720	676	761
1630583008.197060	676	763
1630583008.230390	676	765
1630583008.263720	676	767
1630583008.297060	675	769
1630583008.330390	674	770
1630583008.363720	674	770
1630583008.397060	674	769
1630583008.430390	674	768
1630583008.463720	674	767
1630583008.497060	675	766
1630583008.530390	675	763
1630583008.563720	674	760
1630583008.597060	674	759
1630583008.630390	674	760
1630583008.663720	676	747
1630583008.697060	675	748
1630583008.730390	675	749
1630583008.763720	672	764
1630583008.797060	672	764
1630583008.830390	672	765
1630583008.863720	671	768
1630583008.897060	672	770
1630583008.930390	672	770
1630583008.963720	672	771
1630583008.997060	672	772
1630583009.030390	671	774
1630583009.063720	669	777
