	 ExtractedX	 ExtractedY
1630583502.132220	706	660
1630583502.165560	704	663
1630583502.198890	706	663
1630583502.232220	711	663
1630583502.265560	712	665
1630583502.298890	712	667
1630583502.332220	711	668
1630583502.365560	710	668
1630583502.398890	712	668
1630583502.432230	717	666
1630583502.465560	721	663
1630583502.498890	724	662
1630583502.532230	732	673
1630583502.565560	731	657
1630583502.598890	731	658
1630583502.632230	733	666
1630583502.665560	732	671
1630583502.698890	728	677
1630583502.732230	726	685
1630583502.765560	722	690
1630583502.798890	718	695
1630583502.832230	718	694
1630583502.865560	722	689
1630583502.898890	726	683
1630583502.932230	725	678
1630583502.965560	722	675
1630583502.998890	723	675
1630583503.032230	727	676
1630583503.065560	726	677
1630583503.098890	722	678
1630583503.132230	721	680
1630583503.165560	723	681
1630583503.198890	728	683
1630583503.232230	726	683
1630583503.265560	720	682
1630583503.298890	715	679
1630583503.332230	709	671
1630583503.365560	707	669
1630583503.398900	707	670
1630583503.432230	705	673
1630583503.465560	701	677
1630583503.498900	698	681
1630583503.532230	695	684
1630583503.565560	690	693
1630583503.598900	678	693
1630583503.632230	668	690
1630583503.665560	655	687
1630583503.698900	657	702
1630583503.732230	654	707
1630583503.765560	653	712
1630583503.798900	655	714
1630583503.832230	661	711
1630583503.865560	661	711
1630583503.898900	661	711
1630583503.932230	653	714
1630583503.965560	651	713
1630583503.998900	651	712
1630583504.032230	650	712
1630583504.065560	652	713
1630583504.098900	653	714
1630583504.132230	662	711
1630583504.165560	668	712
1630583504.198900	674	713
1630583504.232230	680	711
1630583504.265570	685	708
1630583504.298900	687	706
1630583504.332230	684	705
1630583504.365570	677	712
1630583504.398900	673	712
1630583504.432230	674	707
1630583504.465570	676	706
1630583504.498900	678	703
1630583504.532230	681	701
1630583504.565570	683	700
1630583504.598900	682	699
1630583504.632230	681	698
1630583504.665570	680	698
1630583504.698900	679	698
1630583504.732230	678	697
1630583504.765570	677	696
1630583504.798900	675	695
1630583504.832230	672	695
1630583504.865570	671	695
1630583504.898900	670	696
1630583504.932230	668	696
1630583504.965570	668	695
1630583504.998900	666	694
1630583505.032230	665	693
1630583505.065570	651	697
1630583505.098900	662	690
1630583505.132240	661	689
1630583505.165570	661	688
1630583505.198900	662	689
1630583505.232240	654	699
1630583505.265570	662	695
1630583505.298900	665	694
1630583505.332240	664	694
1630583505.365570	660	694
1630583505.398900	656	693
1630583505.432240	653	691
1630583505.465570	650	690
1630583505.498900	650	690
1630583505.532240	652	691
1630583505.565570	655	691
1630583505.598900	658	692
1630583505.632240	660	694
1630583505.665570	661	697
1630583505.698900	663	700
1630583505.732240	668	702
1630583505.765570	673	703
1630583505.798900	675	703
1630583505.832240	675	701
1630583505.865570	672	701
1630583505.898900	668	702
1630583505.932240	663	702
1630583505.965570	658	703
1630583505.998910	652	701
1630583506.032240	645	698
1630583506.065570	636	695
1630583506.098910	621	685
1630583506.132240	618	698
1630583506.165570	616	697
1630583506.198910	606	684
1630583506.232240	602	683
1630583506.265570	601	681
1630583506.298910	602	680
1630583506.332240	602	680
1630583506.365570	601	680
1630583506.398910	601	681
1630583506.432240	601	681
1630583506.465570	604	691
1630583506.498910	602	665
1630583506.532240	601	667
1630583506.565570	601	655
1630583506.598910	601	655
1630583506.632240	601	654
1630583506.665570	602	655
1630583506.698910	602	655
1630583506.732240	601	654
1630583506.765570	602	655
1630583506.798910	601	655
1630583506.832240	602	655
1630583506.865570	601	654
1630583506.898910	602	653
1630583506.932240	602	652
1630583506.965580	602	652
1630583506.998910	602	651
1630583507.032240	605	650
1630583507.065580	607	642
1630583507.098910	615	641
1630583507.132240	625	639
1630583507.165580	631	639
1630583507.198910	634	639
1630583507.232240	651	642
1630583507.265580	653	642
1630583507.298910	656	640
1630583507.332240	660	650
1630583507.365580	653	639
1630583507.398910	667	650
1630583507.432240	667	650
1630583507.465580	666	650
1630583507.498910	666	650
1630583507.532240	666	650
1630583507.565580	666	650
1630583507.598910	667	651
1630583507.632240	0	0
1630583507.665580	669	651
1630583507.698910	668	654
1630583507.732240	671	654
1630583507.765580	676	654
1630583507.798910	678	654
1630583507.832250	679	655
1630583507.865580	682	655
1630583507.898910	686	655
1630583507.932250	689	655
1630583507.965580	690	656
1630583507.998910	692	656
1630583508.032250	692	656
1630583508.065580	692	656
1630583508.098910	691	656
1630583508.132250	692	656
1630583508.165580	692	656
1630583508.198910	691	656
1630583508.232250	689	639
1630583508.265580	690	639
1630583508.298910	695	658
1630583508.332250	695	659
1630583508.365580	694	660
1630583508.398910	694	662
1630583508.432250	693	664
1630583508.465580	692	668
1630583508.498910	690	673
1630583508.532250	690	679
1630583508.565580	690	684
1630583508.598910	694	673
1630583508.632250	695	676
1630583508.665580	695	681
1630583508.698920	695	683
1630583508.732250	695	684
1630583508.765580	695	687
1630583508.798920	695	689
1630583508.832250	692	694
1630583508.865580	693	693
1630583508.898920	695	686
1630583508.932250	695	681
1630583508.965580	694	675
1630583508.998920	695	671
1630583509.032250	694	668
1630583509.065580	694	668
1630583509.098920	694	668
1630583509.132250	694	669
1630583509.165580	695	670
1630583509.198920	694	671
1630583509.232250	695	671
1630583509.265580	695	671
1630583509.298920	695	671
1630583509.332250	695	671
1630583509.365580	695	671
1630583509.398920	696	686
1630583509.432250	696	686
1630583509.465580	695	686
1630583509.498920	695	686
1630583509.532250	695	686
1630583509.565580	695	686
1630583509.598920	695	686
1630583509.632250	695	686
1630583509.665590	695	686
1630583509.698920	694	686
1630583509.732250	692	687
1630583509.765590	695	679
1630583509.798920	696	690
1630583509.832250	696	700
1630583509.865590	695	710
1630583509.898920	695	718
1630583509.932250	695	726
1630583509.965590	694	731
1630583509.998920	672	735
1630583510.032250	672	736
1630583510.065590	673	738
1630583510.098920	671	744
1630583510.132250	666	753
1630583510.165590	661	760
1630583510.198920	659	766
1630583510.232250	656	773
1630583510.265590	653	779
1630583510.298920	652	786
1630583510.332250	652	791
1630583510.365590	652	799
1630583510.398920	650	802
1630583510.432250	643	802
1630583510.465590	638	798
1630583510.498920	631	793
1630583510.532260	619	790
1630583510.565590	612	787
1630583510.598920	616	802
1630583510.632260	611	802
1630583510.665590	612	803
1630583510.698920	611	803
1630583510.732260	611	804
1630583510.765590	602	790
1630583510.798920	602	790
1630583510.832260	601	789
1630583510.865590	601	788
1630583510.898920	601	786
1630583510.932260	601	783
1630583510.965590	601	779
1630583510.998920	601	773
1630583511.032260	602	761
1630583511.065590	0	0
1630583511.098920	609	743
1630583511.132260	609	738
1630583511.165590	601	744
1630583511.198920	601	732
1630583511.232260	609	717
1630583511.265590	616	708
1630583511.298920	602	712
1630583511.332260	602	709
1630583511.365590	602	705
1630583511.398930	602	701
1630583511.432260	616	685
1630583511.465590	617	677
1630583511.498930	602	678
1630583511.532260	602	675
1630583511.565590	602	674
1630583511.598930	602	671
1630583511.632260	602	665
1630583511.665590	602	660
1630583511.698930	603	658
1630583511.732260	602	659
1630583511.765590	601	659
1630583511.798930	619	659
1630583511.832260	618	657
1630583511.865590	618	657
1630583511.898930	618	657
1630583511.932260	618	658
1630583511.965590	618	658
1630583511.998930	618	658
1630583512.032260	618	658
1630583512.065590	619	659
1630583512.098930	622	659
1630583512.132260	626	659
1630583512.165590	628	657
1630583512.198930	628	652
1630583512.232260	628	646
1630583512.265590	632	641
1630583512.298930	634	641
1630583512.332260	634	641
1630583512.365600	633	641
1630583512.398930	632	641
1630583512.432260	631	641
1630583512.465600	631	640
1630583512.498930	633	640
1630583512.532260	634	641
1630583512.565600	635	640
1630583512.598930	636	641
1630583512.632260	637	640
1630583512.665600	638	641
1630583512.698930	638	641
1630583512.732260	639	641
1630583512.765600	642	641
1630583512.798930	644	641
1630583512.832260	645	641
1630583512.865600	645	641
1630583512.898930	647	641
1630583512.932260	651	641
1630583512.965600	654	641
1630583512.998930	657	642
1630583513.032260	660	642
1630583513.065600	664	645
1630583513.098930	668	650
1630583513.132260	671	651
1630583513.165600	673	651
1630583513.198930	674	652
1630583513.232270	674	654
1630583513.265600	673	658
1630583513.298930	672	662
1630583513.332270	657	660
1630583513.365600	655	665
1630583513.398930	654	670
1630583513.432270	668	679
1630583513.465600	653	678
1630583513.498930	653	680
1630583513.532270	666	681
1630583513.565600	651	678
1630583513.598930	664	681
1630583513.632270	662	684
1630583513.665600	646	683
1630583513.698930	656	689
1630583513.732270	654	688
1630583513.765600	655	686
1630583513.798930	656	684
1630583513.832270	658	681
1630583513.865600	659	681
1630583513.898930	648	676
1630583513.932270	659	686
1630583513.965600	661	686
1630583513.998930	649	679
1630583514.032270	665	687
1630583514.065600	667	690
1630583514.098940	669	691
1630583514.132270	670	692
1630583514.165600	654	687
1630583514.198940	668	693
1630583514.232270	667	694
1630583514.265600	668	696
1630583514.298940	668	696
1630583514.332270	667	696
1630583514.365600	668	698
1630583514.398940	668	699
1630583514.432270	668	698
1630583514.465600	652	693
1630583514.498940	665	702
1630583514.532270	664	701
1630583514.565600	648	693
1630583514.598940	648	691
1630583514.632270	648	686
1630583514.665600	660	688
1630583514.698940	656	685
1630583514.732270	653	688
1630583514.765600	656	692
1630583514.798940	658	694
1630583514.832270	660	690
1630583514.865600	656	688
1630583514.898940	653	687
1630583514.932270	652	688
1630583514.965600	651	691
1630583514.998940	650	691
1630583515.032270	650	692
1630583515.065610	648	692
1630583515.098940	648	694
1630583515.132270	648	694
1630583515.165610	646	694
1630583515.198940	647	693
1630583515.232270	649	695
1630583515.265610	649	696
1630583515.298940	652	695
1630583515.332270	651	693
1630583515.365610	653	688
1630583515.398940	654	689
1630583515.432270	655	692
1630583515.465610	658	692
1630583515.498940	657	691
1630583515.532270	658	690
1630583515.565610	661	690
1630583515.598940	666	692
1630583515.632270	668	692
1630583515.665610	668	691
1630583515.698940	653	686
1630583515.732270	666	695
1630583515.765610	666	697
1630583515.798940	665	698
1630583515.832270	665	698
1630583515.865610	651	690
1630583515.898940	667	698
1630583515.932270	668	702
1630583515.965610	666	703
1630583515.998940	665	702
1630583516.032280	664	701
1630583516.065610	652	697
1630583516.098940	653	698
1630583516.132280	664	703
1630583516.165610	659	703
1630583516.198940	644	695
1630583516.232280	659	700
1630583516.265610	661	698
1630583516.298940	647	692
1630583516.332280	647	691
1630583516.365610	647	691
1630583516.398940	647	693
1630583516.432280	646	693
1630583516.465610	646	693
1630583516.498940	659	697
1630583516.532280	646	690
1630583516.565610	648	691
1630583516.598940	650	691
1630583516.632280	666	698
1630583516.665610	666	700
1630583516.698940	667	699
1630583516.732280	668	699
1630583516.765610	669	699
1630583516.798950	668	699
1630583516.832280	652	694
1630583516.865610	651	695
1630583516.898950	661	698
1630583516.932280	650	693
1630583516.965610	660	694
1630583516.998950	657	690
1630583517.032280	654	686
1630583517.065610	653	684
1630583517.098950	652	682
1630583517.132280	652	679
1630583517.165610	651	675
1630583517.198950	651	674
1630583517.232280	651	674
1630583517.265610	649	672
1630583517.298950	648	668
1630583517.332280	649	660
1630583517.365610	646	653
1630583517.398950	640	646
1630583517.432280	635	650
1630583517.465610	646	641
1630583517.498950	647	641
1630583517.532280	646	641
1630583517.565610	634	650
1630583517.598950	638	646
1630583517.632280	635	648
1630583517.665610	629	652
1630583517.698950	639	640
1630583517.732280	628	652
1630583517.765620	628	652
1630583517.798950	628	653
1630583517.832280	627	653
1630583517.865620	627	653
1630583517.898950	637	641
1630583517.932280	639	642
1630583517.965620	639	647
1630583517.998950	640	652
1630583518.032280	638	655
1630583518.065620	637	658
1630583518.098950	641	658
1630583518.132280	640	663
1630583518.165620	637	670
1630583518.198950	642	670
1630583518.232280	635	675
1630583518.265620	626	679
1630583518.298950	630	675
1630583518.332280	635	672
1630583518.365620	635	671
1630583518.398950	634	670
1630583518.432280	629	675
1630583518.465620	628	673
1630583518.498950	628	664
1630583518.532280	624	662
1630583518.565620	620	660
1630583518.598950	615	658
1630583518.632290	611	657
1630583518.665620	606	657
1630583518.698950	602	662
1630583518.732290	602	667
1630583518.765620	602	670
1630583518.798950	602	671
1630583518.832290	602	673
1630583518.865620	601	674
1630583518.898950	601	676
1630583518.932290	601	678
1630583518.965620	610	692
1630583518.998950	610	692
1630583519.032290	611	693
1630583519.065620	613	694
1630583519.098950	614	696
1630583519.132290	615	698
1630583519.165620	615	700
1630583519.198950	602	694
1630583519.232290	602	698
1630583519.265620	601	706
1630583519.298950	602	715
1630583519.332290	623	724
1630583519.365620	629	728
1630583519.398950	635	734
1630583519.432290	640	741
1630583519.465620	645	747
1630583519.498960	647	751
1630583519.532290	650	757
1630583519.565620	654	764
1630583519.598960	661	772
1630583519.632290	658	778
1630583519.665620	672	780
1630583519.698960	681	779
1630583519.732290	679	780
1630583519.765620	677	781
1630583519.798960	676	781
1630583519.832290	680	779
1630583519.865620	695	768
1630583519.898960	695	767
1630583519.932290	694	766
1630583519.965620	695	767
1630583519.998960	695	769
1630583520.032290	695	773
1630583520.065620	680	783
1630583520.098960	679	784
1630583520.132290	679	787
1630583520.165620	696	789
1630583520.198960	697	792
1630583520.232290	679	800
1630583520.265620	679	802
1630583520.298960	678	803
1630583520.332290	675	803
1630583520.365620	670	804
1630583520.398960	666	803
1630583520.432290	660	804
1630583520.465630	655	803
1630583520.498960	651	802
1630583520.532290	663	803
1630583520.565630	659	803
1630583520.598960	654	803
1630583520.632290	647	802
1630583520.665630	626	790
1630583520.698960	628	803
1630583520.732290	621	803
1630583520.765630	617	802
1630583520.798960	612	798
1630583520.832290	607	793
1630583520.865630	606	790
1630583520.898960	605	790
1630583520.932290	605	789
1630583520.965630	605	788
1630583520.998960	604	787
1630583521.032290	604	786
1630583521.065630	604	786
1630583521.098960	605	786
1630583521.132290	605	786
1630583521.165630	605	786
1630583521.198960	605	784
1630583521.232290	604	782
1630583521.265630	603	778
1630583521.298960	603	777
1630583521.332300	602	776
1630583521.365630	603	776
1630583521.398960	602	776
1630583521.432300	602	776
1630583521.465630	602	776
1630583521.498960	602	775
1630583521.532300	602	775
1630583521.565630	602	775
1630583521.598960	603	775
1630583521.632300	603	760
1630583521.665630	603	760
1630583521.698960	604	762
1630583521.732300	604	780
1630583521.765630	602	780
1630583521.798960	602	780
1630583521.832300	602	779
1630583521.865630	602	778
1630583521.898960	602	778
1630583521.932300	601	777
1630583521.965630	601	776
1630583521.998960	601	776
1630583522.032300	602	760
1630583522.065630	601	759
1630583522.098960	601	773
1630583522.132300	602	757
1630583522.165630	601	757
1630583522.198970	601	757
1630583522.232300	601	757
1630583522.265630	602	757
1630583522.298970	602	757
1630583522.332300	602	772
1630583522.365630	603	771
1630583522.398970	604	755
1630583522.432300	604	755
1630583522.465630	604	771
1630583522.498970	605	758
1630583522.532300	605	759
1630583522.565630	605	760
1630583522.598970	605	761
1630583522.632300	610	777
1630583522.665630	611	777
1630583522.698970	604	762
1630583522.732300	605	761
1630583522.765630	603	760
1630583522.798970	608	775
1630583522.832300	610	777
1630583522.865630	612	776
1630583522.898970	614	776
1630583522.932300	613	762
1630583522.965630	611	762
1630583522.998970	608	761
1630583523.032300	608	760
1630583523.065630	614	775
1630583523.098970	612	760
1630583523.132300	613	761
1630583523.165640	613	761
1630583523.198970	612	761
1630583523.232300	615	776
1630583523.265640	617	776
1630583523.298970	617	761
1630583523.332300	618	760
1630583523.365640	618	760
1630583523.398970	618	759
1630583523.432300	616	759
1630583523.465640	611	759
1630583523.498970	609	760
1630583523.532300	611	776
1630583523.565640	610	776
1630583523.598970	613	775
1630583523.632300	610	760
1630583523.665640	610	759
1630583523.698970	610	758
1630583523.732300	609	758
1630583523.765640	607	758
1630583523.798970	608	758
1630583523.832300	608	759
1630583523.865640	607	760
1630583523.898970	611	760
1630583523.932300	614	759
1630583523.965640	613	759
1630583523.998970	614	759
1630583524.032310	614	758
1630583524.065640	613	758
1630583524.098970	615	758
1630583524.132310	618	758
1630583524.165640	619	757
1630583524.198970	620	757
1630583524.232310	623	756
1630583524.265640	626	754
1630583524.298970	630	756
1630583524.332310	631	754
1630583524.365640	631	751
1630583524.398970	632	748
1630583524.432310	627	744
1630583524.465640	628	744
1630583524.498970	633	748
1630583524.532310	633	748
1630583524.565640	627	744
1630583524.598970	625	744
1630583524.632310	630	748
1630583524.665640	629	749
1630583524.698970	627	749
1630583524.732310	627	749
1630583524.765640	627	748
1630583524.798970	627	748
1630583524.832310	631	747
1630583524.865640	634	747
1630583524.898980	637	748
1630583524.932310	640	750
1630583524.965640	636	746
1630583524.998980	640	750
1630583525.032310	639	752
1630583525.065640	637	753
1630583525.098980	636	755
1630583525.132310	632	751
1630583525.165640	638	756
1630583525.198980	639	756
1630583525.232310	636	752
1630583525.265640	637	754
1630583525.298980	639	756
1630583525.332310	639	757
1630583525.365640	639	759
1630583525.398980	639	759
1630583525.432310	639	758
1630583525.465640	639	757
1630583525.498980	639	756
1630583525.532310	643	760
1630583525.565640	643	759
1630583525.598980	644	759
1630583525.632310	645	759
1630583525.665640	647	759
1630583525.698980	649	759
1630583525.732310	650	758
1630583525.765640	650	756
1630583525.798980	649	755
1630583525.832310	647	753
1630583525.865650	646	751
1630583525.898980	644	747
1630583525.932310	642	745
1630583525.965650	641	744
1630583525.998980	639	742
1630583526.032310	640	743
1630583526.065650	644	746
1630583526.098980	647	747
1630583526.132310	648	747
1630583526.165650	647	745
1630583526.198980	644	744
1630583526.232310	641	743
1630583526.265650	639	742
1630583526.298980	637	742
1630583526.332310	634	742
1630583526.365650	632	743
1630583526.398980	626	741
1630583526.432310	627	743
1630583526.465650	629	744
1630583526.498980	629	742
1630583526.532310	629	741
1630583526.565650	629	741
1630583526.598980	630	740
1630583526.632310	631	741
1630583526.665650	632	742
1630583526.698980	633	743
1630583526.732320	647	748
1630583526.765650	632	745
1630583526.798980	632	747
1630583526.832320	632	748
1630583526.865650	649	750
1630583526.898980	635	746
1630583526.932320	650	750
1630583526.965650	636	744
1630583526.998980	636	743
1630583527.032320	636	741
1630583527.065650	636	738
1630583527.098980	634	736
1630583527.132320	633	735
1630583527.165650	631	735
1630583527.198980	630	735
1630583527.232320	629	735
1630583527.265650	629	735
1630583527.298980	629	735
1630583527.332320	629	737
1630583527.365650	629	739
1630583527.398980	629	743
1630583527.432320	630	745
1630583527.465650	631	747
1630583527.498980	632	750
1630583527.532320	633	752
1630583527.565650	635	752
1630583527.598990	637	750
1630583527.632320	639	748
1630583527.665650	654	746
1630583527.698990	640	743
1630583527.732320	653	742
1630583527.765650	652	740
1630583527.798990	646	741
1630583527.832320	643	743
1630583527.865650	645	745
1630583527.898990	646	748
1630583527.932320	651	751
1630583527.965650	655	754
1630583527.998990	659	756
1630583528.032320	662	759
1630583528.065650	667	759
1630583528.098990	669	759
1630583528.132320	672	760
1630583528.165650	674	761
1630583528.198990	676	762
1630583528.232320	678	762
1630583528.265650	680	764
1630583528.298990	683	767
1630583528.332320	684	769
1630583528.365650	684	767
1630583528.398990	682	762
1630583528.432320	682	759
1630583528.465650	681	758
1630583528.498990	682	758
1630583528.532320	689	758
1630583528.565660	692	760
1630583528.598990	694	763
1630583528.632320	693	763
1630583528.665660	692	763
1630583528.698990	692	762
1630583528.732320	692	762
1630583528.765660	691	761
1630583528.798990	688	759
1630583528.832320	686	756
1630583528.865660	677	756
1630583528.898990	671	751
1630583528.932320	667	748
1630583528.965660	664	745
1630583528.998990	662	743
1630583529.032320	677	742
1630583529.065660	662	743
1630583529.098990	662	743
1630583529.132320	662	743
1630583529.165660	662	742
1630583529.198990	660	743
1630583529.232320	659	743
1630583529.265660	657	745
1630583529.298990	655	745
1630583529.332320	654	745
1630583529.365660	653	745
1630583529.398990	652	744
1630583529.432330	650	743
1630583529.465660	649	743
1630583529.498990	647	741
1630583529.532330	646	742
1630583529.565660	645	741
1630583529.598990	644	742
1630583529.632330	643	743
1630583529.665660	644	747
1630583529.698990	645	750
1630583529.732330	646	753
1630583529.765660	648	754
1630583529.798990	649	753
1630583529.832330	650	752
1630583529.865660	651	750
1630583529.898990	652	749
1630583529.932330	651	748
1630583529.965660	651	747
1630583529.998990	650	747
1630583530.032330	650	747
1630583530.065660	650	747
1630583530.098990	650	746
1630583530.132330	651	746
1630583530.165660	652	745
1630583530.198990	654	744
1630583530.232330	655	743
1630583530.265660	657	741
1630583530.298990	673	741
1630583530.332330	658	741
1630583530.365660	658	740
1630583530.399000	658	739
1630583530.432330	657	739
1630583530.465660	657	739
1630583530.499000	656	739
1630583530.532330	656	739
1630583530.565660	657	738
1630583530.599000	657	736
1630583530.632330	657	735
1630583530.665660	657	734
1630583530.699000	657	734
1630583530.732330	655	735
1630583530.765660	654	735
1630583530.799000	653	735
1630583530.832330	653	735
1630583530.865660	653	734
1630583530.899000	652	733
1630583530.932330	652	733
1630583530.965660	661	736
1630583530.999000	653	734
1630583531.032330	652	735
1630583531.065660	649	737
1630583531.099000	645	738
1630583531.132330	640	740
1630583531.165660	636	742
1630583531.199000	641	746
1630583531.232330	637	747
1630583531.265670	636	748
1630583531.299000	634	748
1630583531.332330	634	746
1630583531.365670	626	744
1630583531.399000	627	743
1630583531.432330	627	743
1630583531.465670	627	745
1630583531.499000	626	748
1630583531.532330	625	749
1630583531.565670	624	750
1630583531.599000	622	751
1630583531.632330	621	750
1630583531.665670	621	749
1630583531.699000	622	746
1630583531.732330	627	743
1630583531.765670	622	739
1630583531.799000	627	738
1630583531.832330	626	737
1630583531.865670	623	739
1630583531.899000	624	740
1630583531.932330	631	739
1630583531.965670	636	741
1630583531.999000	641	742
1630583532.032330	642	743
1630583532.065670	640	745
1630583532.099000	637	747
1630583532.132340	636	750
1630583532.165670	638	753
1630583532.199000	642	754
1630583532.232340	646	752
1630583532.265670	646	749
1630583532.299000	646	746
1630583532.332340	645	749
1630583532.365670	643	748
1630583532.399000	642	749
1630583532.432340	643	746
1630583532.465670	648	752
1630583532.499000	651	752
1630583532.532340	653	753
1630583532.565670	653	752
1630583532.599000	651	750
1630583532.632340	650	749
1630583532.665670	651	749
1630583532.699000	653	747
1630583532.732340	653	746
1630583532.765670	651	743
1630583532.799000	649	741
1630583532.832340	650	739
1630583532.865670	649	737
1630583532.899000	649	735
1630583532.932340	647	733
1630583532.965670	648	734
1630583532.999000	652	733
1630583533.032340	651	734
1630583533.065670	653	727
1630583533.099010	650	725
1630583533.132340	650	721
1630583533.165670	650	719
1630583533.199010	654	715
1630583533.232340	654	715
1630583533.265670	655	712
1630583533.299010	654	708
1630583533.332340	655	709
1630583533.365670	656	708
1630583533.399010	658	708
1630583533.432340	659	707
1630583533.465670	658	707
1630583533.499010	658	706
1630583533.532340	659	707
1630583533.565670	659	707
1630583533.599010	658	707
1630583533.632340	658	707
1630583533.665670	656	707
1630583533.699010	659	722
1630583533.732340	659	723
1630583533.765670	653	708
1630583533.799010	654	711
1630583533.832340	654	713
1630583533.865670	659	730
1630583533.899010	652	718
1630583533.932340	652	720
1630583533.965680	652	722
1630583533.999010	653	724
1630583534.032340	653	725
1630583534.065680	654	725
1630583534.099010	661	738
1630583534.132340	654	724
1630583534.165680	661	737
1630583534.199010	656	722
1630583534.232340	657	722
1630583534.265680	657	721
1630583534.299010	656	720
1630583534.332340	656	719
1630583534.365680	661	733
1630583534.399010	656	718
1630583534.432340	656	718
1630583534.465680	656	718
1630583534.499010	661	733
1630583534.532340	656	719
1630583534.565680	656	720
1630583534.599010	656	719
1630583534.632340	656	720
1630583534.665680	656	721
1630583534.699010	657	723
1630583534.732340	658	725
1630583534.765680	659	728
1630583534.799010	658	730
1630583534.832350	657	730
1630583534.865680	655	730
1630583534.899010	653	729
1630583534.932350	651	728
1630583534.965680	650	726
1630583534.999010	649	725
1630583535.032350	650	724
1630583535.065680	651	724
1630583535.099010	652	723
1630583535.132350	653	722
1630583535.165680	653	721
1630583535.199010	652	720
1630583535.232350	659	735
1630583535.265680	652	723
1630583535.299010	652	724
1630583535.332350	652	725
1630583535.365680	660	739
1630583535.399010	652	725
1630583535.432350	652	723
1630583535.465680	653	721
1630583535.499010	654	720
1630583535.532350	655	720
1630583535.565680	656	719
1630583535.599010	656	717
1630583535.632350	656	715
1630583535.665680	658	718
1630583535.699010	657	715
1630583535.732350	656	713
1630583535.765680	654	710
1630583535.799020	650	706
1630583535.832350	647	704
1630583535.865680	645	703
1630583535.899020	647	703
1630583535.932350	649	705
1630583535.965680	651	706
1630583535.999020	652	707
1630583536.032350	652	707
1630583536.065680	652	707
1630583536.099020	652	708
1630583536.132350	654	708
1630583536.165680	655	706
1630583536.199020	656	705
1630583536.232350	655	706
1630583536.265680	654	707
1630583536.299020	654	708
1630583536.332350	654	708
1630583536.365680	653	708
1630583536.399020	653	709
1630583536.432350	649	704
1630583536.465680	649	704
1630583536.499020	649	705
1630583536.532350	648	705
1630583536.565680	648	707
1630583536.599020	647	708
1630583536.632350	647	710
1630583536.665690	647	712
1630583536.699020	647	713
1630583536.732350	647	715
1630583536.765690	646	716
1630583536.799020	645	718
1630583536.832350	646	719
1630583536.865690	647	718
1630583536.899020	648	718
1630583536.932350	649	718
1630583536.965690	649	718
1630583536.999020	649	718
1630583537.032350	649	718
1630583537.065690	649	717
1630583537.099020	649	717
1630583537.132350	648	716
1630583537.165690	648	716
1630583537.199020	648	716
1630583537.232350	648	716
1630583537.265690	647	716
1630583537.299020	647	716
1630583537.332350	648	716
1630583537.365690	647	716
1630583537.399020	647	715
1630583537.432350	647	715
1630583537.465690	648	714
1630583537.499020	648	715
1630583537.532360	649	715
1630583537.565690	651	716
1630583537.599020	651	716
1630583537.632360	649	714
1630583537.665690	646	714
1630583537.699020	643	714
1630583537.732360	642	714
1630583537.765690	653	724
1630583537.799020	642	711
1630583537.832360	641	711
1630583537.865690	637	714
1630583537.899020	633	718
1630583537.932360	629	722
1630583537.965690	627	722
1630583537.999020	625	722
1630583538.032360	624	719
1630583538.065690	625	716
1630583538.099020	626	712
1630583538.132360	626	709
1630583538.165690	624	708
1630583538.199020	625	710
1630583538.232360	621	709
1630583538.265690	617	709
1630583538.299020	617	708
1630583538.332360	618	709
1630583538.365690	621	711
1630583538.399020	624	713
1630583538.432360	620	711
1630583538.465690	622	714
1630583538.499030	622	716
1630583538.532360	622	718
1630583538.565690	620	720
1630583538.599030	618	721
1630583538.632360	615	722
1630583538.665690	618	726
1630583538.699030	612	727
1630583538.732360	607	730
1630583538.765690	606	733
1630583538.799030	606	733
1630583538.832360	603	729
1630583538.865690	603	730
1630583538.899030	602	730
1630583538.932360	603	730
1630583538.965690	602	729
1630583538.999030	606	734
1630583539.032360	606	734
1630583539.065690	603	729
1630583539.099030	602	729
1630583539.132360	602	731
1630583539.165690	602	732
1630583539.199030	603	747
1630583539.232360	601	746
1630583539.265690	606	726
1630583539.299030	601	737
1630583539.332360	602	730
1630583539.365700	602	723
1630583539.399030	602	717
1630583539.432360	602	708
1630583539.465700	602	701
1630583539.499030	602	694
1630583539.532360	603	690
1630583539.565700	602	689
1630583539.599030	602	688
1630583539.632360	603	687
1630583539.665700	619	685
1630583539.699030	606	681
1630583539.732360	624	684
1630583539.765700	628	682
1630583539.799030	630	681
1630583539.832360	633	679
1630583539.865700	625	669
1630583539.899030	645	676
1630583539.932360	654	678
1630583539.965700	661	681
1630583539.999030	665	680
1630583540.032360	668	678
1630583540.065700	661	664
1630583540.099030	667	666
1630583540.132360	674	667
1630583540.165700	682	669
1630583540.199030	692	684
1630583540.232370	694	683
1630583540.265700	694	680
1630583540.299030	694	678
1630583540.332370	694	677
1630583540.365700	690	671
1630583540.399030	691	668
1630583540.432370	691	668
1630583540.465700	691	668
1630583540.499030	691	668
1630583540.532370	695	672
1630583540.565700	692	669
1630583540.599030	695	670
1630583540.632370	695	668
1630583540.665700	694	664
1630583540.699030	693	662
1630583540.732370	693	660
1630583540.765700	693	658
1630583540.799030	693	658
1630583540.832370	693	657
1630583540.865700	694	656
1630583540.899030	694	655
1630583540.932370	690	652
